time,I_YSZ_bottom,cell_potential,dt,j_YSZ_bottom,numerical_phi_YSZ,potential_top_Cathode
-1,0,1.03665,0,0,0.036069999999999,1.07272
0,-4.9824743474319e-07,0.94093702385914,1,-0.49999586654778,0.13178297614086,1.07272
1,-4.9824703331228e-07,0.94014965818589,1,-0.49999546370819,0.13257034181411,1.07272
2,-4.9824701075259e-07,0.93934561832219,1,-0.49999544106933,0.13337438167781,1.07272
3,-4.9824683586452e-07,0.93853253464103,1,-0.49999526556755,0.13418746535897,1.07272
4,-4.982468280393e-07,0.93770458202013,1,-0.49999525771487,0.13501541797987,1.07272
5,-4.9824694564335e-07,0.93686445971047,1,-0.49999537573161,0.13585554028954,1.07272
6,-4.9824688631088e-07,0.93601564929332,1,-0.49999531619094,0.13670435070668,1.07272
7,-4.982469567083e-07,0.93515383621099,1,-0.49999538683538,0.13756616378901,1.07272
8,-4.9824660416835e-07,0.93428545209924,1,-0.49999503305831,0.13843454790076,1.07272
9,-4.9824690440822e-07,0.93340075805319,1,-0.49999533435178,0.13931924194681,1.07272
10,-4.9824692480438e-07,0.93250262423226,1,-0.49999535481951,0.14021737576774,1.07272
11,-4.9824688480807e-07,0.93160018913669,1,-0.49999531468285,0.14111981086331,1.07272
12,-4.9824653959195e-07,0.93068362363314,1,-0.49999496825531,0.14203637636686,1.07272
13,-4.9824661527997e-07,0.92975157791108,1,-0.49999504420893,0.14296842208892,1.07272
14,-4.9824686172616e-07,0.92880355554482,1,-0.49999529151994,0.14391644445518,1.07272
15,-4.9824679055108e-07,0.927846409834,1,-0.4999952200951,0.144873590166,1.07272
16,-4.9824680703584e-07,0.92687735346812,1,-0.4999952366377,0.14584264653188,1.07272
17,-4.9824680854571e-07,0.92589572349145,1,-0.49999523815287,0.14682427650855,1.07272
18,-4.9824678441837e-07,0.92490038120649,1,-0.49999521394086,0.14781961879351,1.07272
19,-4.9824677238685e-07,0.92389191140586,1,-0.49999520186712,0.14882808859414,1.07272
20,-4.9824679706212e-07,0.92286942065486,1,-0.49999522662898,0.14985057934514,1.07272
21,-4.9824676312786e-07,0.92183413773989,1,-0.49999519257564,0.15088586226011,1.07272
22,-4.982467803811e-07,0.92078471948119,1,-0.49999520988942,0.15193528051881,1.07272
23,-4.9824663712656e-07,0.9197224900262,1,-0.49999506613218,0.1529975099738,1.07272
24,-4.9824655240148e-07,0.91864597384734,1,-0.49999498110979,0.15407402615266,1.07272
25,-4.982464939004e-07,0.91755491497546,1,-0.49999492240342,0.15516508502454,1.07272
26,-4.9824659282153e-07,0.91644632151918,1,-0.49999502167167,0.15627367848082,1.07272
27,-4.9824661973135e-07,0.91532393163151,1,-0.49999504867593,0.15739606836849,1.07272
28,-4.982463443697e-07,0.91419170762882,1,-0.49999477234799,0.15852829237118,1.07272
29,-4.9824641918822e-07,0.91303817085744,1,-0.49999484742906,0.15968182914256,1.07272
30,-4.9824631700835e-07,0.91187239228892,1,-0.49999474489062,0.16084760771108,1.07272
31,-4.9824632686627e-07,0.91068847999968,1,-0.49999475478314,0.16203152000032,1.07272
32,-4.982466237272e-07,0.90948364995146,1,-0.4999950526858,0.16323635004854,1.07272
33,-4.9824657145623e-07,0.90826852466834,1,-0.4999950002314,0.16445147533166,1.07272
34,-4.9824616339815e-07,0.90704351608208,1,-0.49999459074139,0.16567648391792,1.07272
35,-4.9824654953125e-07,0.90578761657197,1,-0.49999497822948,0.16693238342803,1.07272
36,-4.9824649349836e-07,0.90452231606506,1,-0.49999492199997,0.16819768393494,1.07272
37,-4.9824646728658e-07,0.90323898113861,1,-0.4999948956962,0.16948101886139,1.07272
38,-4.982465018126e-07,0.90193798166951,1,-0.49999493034338,0.17078201833049,1.07272
39,-4.9824644956824e-07,0.90061999829084,1,-0.49999487791569,0.17210000170916,1.07272
40,-4.9824635782993e-07,0.89928525127189,1,-0.49999478585546,0.17343474872811,1.07272
41,-4.9824627394553e-07,0.89793145762461,1,-0.49999470167669,0.17478854237539,1.07272
42,-4.9824644189833e-07,0.89655421609804,1,-0.49999487021886,0.17616578390196,1.07272
43,-4.982463940911e-07,0.89516250160516,1,-0.49999482224387,0.17755749839484,1.07272
44,-4.9824636290243e-07,0.89375129581216,1,-0.49999479094575,0.17896870418784,1.07272
45,-4.9824637830605e-07,0.89231938972361,1,-0.49999480640343,0.18040061027639,1.07272
46,-4.982462732233e-07,0.89086998094124,1,-0.49999470095193,0.18185001905876,1.07272
