time,I_YSZ_bottom,cell_potential,dt,j_YSZ_bottom,numerical_phi_YSZ,potential_top_Cathode
-1,0,1.03665,0,0,0.036069999999998,1.07272
0,-1.9979586330476e-07,0.98494581434341,1,-0.20000022692381,0.087774185656595,1.07272
1,-1.9979546730841e-07,0.98482861783529,1,-0.19999983052241,0.087891382164713,1.07272
2,-1.9979533079568e-07,0.98469965938816,1,-0.19999969387005,0.088020340611842,1.07272
3,-1.9979549461162e-07,0.98456462805338,1,-0.19999985785355,0.088155371946615,1.07272
4,-1.9979532529552e-07,0.98443545036657,1,-0.19999968836427,0.088284549633434,1.07272
5,-1.9979526953863e-07,0.98430357079912,1,-0.19999963255035,0.088416429200877,1.07272
6,-1.9979592392429e-07,0.98415185022515,1,-0.20000028760535,0.088568149774849,1.07272
7,-1.9979552537513e-07,0.98403093297876,1,-0.19999988864853,0.088689067021238,1.07272
8,-1.9979557231343e-07,0.98389317814685,1,-0.19999993563484,0.088826821853145,1.07272
9,-1.9979544360857e-07,0.98376092559912,1,-0.19999980679833,0.088959074400877,1.07272
10,-1.9979536265926e-07,0.98362621223859,1,-0.19999972576623,0.089093787761407,1.07272
11,-1.9979530551123e-07,0.98348989935121,1,-0.19999966855974,0.089230100648791,1.07272
12,-1.9979536116331e-07,0.98335106812624,1,-0.19999972426874,0.089368931873758,1.07272
13,-1.997954907959e-07,0.9832100070118,1,-0.19999985403392,0.0895099929882,1.07272
14,-1.9979552664737e-07,0.98307126246535,1,-0.19999988992207,0.089648737534648,1.07272
15,-1.9979586589885e-07,0.98291897001929,1,-0.20000022952055,0.089801029980711,1.07272
16,-1.9979542766466e-07,0.98279145982044,1,-0.19999979083812,0.089928540179564,1.07272
17,-1.9979541186264e-07,0.98265422689135,1,-0.19999977501993,0.09006577310865,1.07272
18,-1.9979545387711e-07,0.98250880878324,1,-0.19999981707737,0.09021119121676,1.07272
19,-1.9979553233808e-07,0.98236430029069,1,-0.1999998956186,0.090355699709309,1.07272
20,-1.9979563856923e-07,0.98221650695068,1,-0.2000000019584,0.090503493049316,1.07272
21,-1.9979536000788e-07,0.98207980249013,1,-0.19999972311213,0.090640197509865,1.07272
22,-1.9979587119045e-07,0.98191856180642,1,-0.20000023481757,0.090801438193584,1.07272
23,-1.997959297518e-07,0.98177126101763,1,-0.20000029343882,0.09094873898237,1.07272
24,-1.9979584500262e-07,0.98162733735543,1,-0.20000020860295,0.091092662644569,1.07272
25,-1.9979587832501e-07,0.98147845298662,1,-0.20000024195943,0.091241547013384,1.07272
26,-1.9979589109273e-07,0.98133115058564,1,-0.20000025474021,0.091388849414359,1.07272
27,-1.9979589066442e-07,0.98118105716445,1,-0.20000025431146,0.091538942835554,1.07272
28,-1.997958501119e-07,0.98103254248254,1,-0.20000021371746,0.091687457517459,1.07272
29,-1.9979578404311e-07,0.98088340552252,1,-0.20000014758109,0.091836594477482,1.07272
30,-1.9979584453378e-07,0.98073088432067,1,-0.20000020813364,0.091989115679325,1.07272
31,-1.9979587755053e-07,0.98057786541804,1,-0.20000024118416,0.09214213458196,1.07272
32,-1.9979581958151e-07,0.98042627160818,1,-0.20000018315584,0.09229372839182,1.07272
33,-1.9979585269484e-07,0.98027152967329,1,-0.20000021630304,0.092448470326713,1.07272
34,-1.9979576089734e-07,0.9801206647012,1,-0.20000012441165,0.092599335298805,1.07272
35,-1.9979580857414e-07,0.97996332791952,1,-0.20000017213721,0.092756672080484,1.07272
36,-1.9979579062143e-07,0.97980761775323,1,-0.20000015416614,0.092912382246766,1.07272
37,-1.9979580381948e-07,0.97965014462047,1,-0.20000016737769,0.093069855379531,1.07272
38,-1.99795890362e-07,0.97949147246735,1,-0.20000025400873,0.093228527532645,1.07272
39,-1.9979582699531e-07,0.9793328056554,1,-0.20000019057722,0.093387194344604,1.07272
40,-1.9979583068868e-07,0.97917451325486,1,-0.20000019427437,0.093545486745135,1.07272
41,-1.9979572147802e-07,0.97901715718716,1,-0.200000084952,0.093702842812841,1.07272
42,-1.9979581026264e-07,0.9788533222504,1,-0.20000017382744,0.093866677749597,1.07272
43,-1.9979572105147e-07,0.97869152939707,1,-0.20000008452502,0.094028470602933,1.07272
44,-1.9979579327427e-07,0.97852793595852,1,-0.2000001568217,0.094192064041483,1.07272
45,-1.9979571900279e-07,0.97836721488415,1,-0.20000008247424,0.094352785115848,1.07272
46,-1.9979564915756e-07,0.97820389034839,1,-0.20000001255757,0.094516109651612,1.07272
47,-1.9979564867361e-07,0.97803840482973,1,-0.20000001207312,0.09468159517027,1.07272
48,-1.997957324299e-07,0.97786988558489,1,-0.20000009591508,0.09485011441511,1.07272
49,-1.9979578177754e-07,0.97770139475743,1,-0.2000001453132,0.095018605242567,1.07272
50,-1.9979581616742e-07,0.97753141699136,1,-0.20000017973826,0.09518858300864,1.07272
51,-1.9979580813503e-07,0.97736303622778,1,-0.20000017169765,0.095356963772221,1.07272
52,-1.9979580559839e-07,0.977192714038,1,-0.20000016915841,0.095527285962004,1.07272
53,-1.9979565254177e-07,0.97702617847961,1,-0.20000001594524,0.095693821520392,1.07272
54,-1.9979575577335e-07,0.97685103309191,1,-0.20000011928242,0.095868966908093,1.07272
55,-1.9979587941392e-07,0.97667509047388,1,-0.20000024304945,0.096044909526119,1.07272
56,-1.9979575552224e-07,0.9765049712298,1,-0.20000011903104,0.096215028770202,1.07272
57,-1.9979590229973e-07,0.9763255706433,1,-0.20000026595867,0.096394429356701,1.07272
58,-1.9979581937799e-07,0.97615215790823,1,-0.20000018295211,0.096567842091771,1.07272
59,-1.9979586859163e-07,0.97597485427774,1,-0.2000002322161,0.096745145722257,1.07272
