time,I_YSZ_bottom,cell_potential,dt,j_YSZ_bottom,numerical_phi_YSZ,potential_top_Cathode
-1,0,1.03665,0,0,0.03607,1.07272
0,-1.9931628801291e-07,0.95541686802284,1,-0.20001572149282,0.11730313197716,1.07272
1,-1.9931641356559e-07,0.95518313140852,1,-0.20001584748608,0.11753686859148,1.07272
2,-1.9931614687068e-07,0.95495507947293,1,-0.20001557985529,0.11776492052707,1.07272
3,-1.9931638588227e-07,0.95471298026806,1,-0.20001581970561,0.11800701973194,1.07272
4,-1.9931643302054e-07,0.95447333119315,1,-0.2000158670093,0.11824666880685,1.07272
5,-1.9931634623626e-07,0.95423683009671,1,-0.20001577992048,0.11848316990329,1.07272
6,-1.9931606891571e-07,0.9540001115293,1,-0.20001550162676,0.1187198884707,1.07272
7,-1.9931649167368e-07,0.95375243249757,1,-0.20001592586826,0.11896756750243,1.07272
8,-1.9931608658652e-07,0.95351821403442,1,-0.20001551935958,0.11920178596558,1.07272
9,-1.9931634126244e-07,0.95326712780194,1,-0.20001577492921,0.11945287219806,1.07272
10,-1.9931645095544e-07,0.95302140410178,1,-0.20001588500713,0.11969859589822,1.07272
11,-1.9931629733722e-07,0.95277935169807,1,-0.20001573084984,0.11994064830193,1.07272
12,-1.9931639359362e-07,0.95252902007715,1,-0.20001582744402,0.12019097992285,1.07272
13,-1.9931648329052e-07,0.95227799788091,1,-0.20001591745569,0.12044200211909,1.07272
14,-1.9931631824046e-07,0.95203336658995,1,-0.20001575182644,0.12068663341005,1.07272
15,-1.9931610713774e-07,0.95178547330237,1,-0.20001553998292,0.12093452669763,1.07272
16,-1.9931660514919e-07,0.95151985378955,1,-0.20001603974197,0.12120014621045,1.07272
17,-1.9931637906302e-07,0.95127166080376,1,-0.20001581286243,0.12144833919624,1.07272
18,-1.9931656861025e-07,0.95101087627855,1,-0.20001600307482,0.12170912372145,1.07272
19,-1.9931645806088e-07,0.95075642165406,1,-0.20001589213751,0.12196357834594,1.07272
20,-1.9931653857903e-07,0.95049542952939,1,-0.20001597293821,0.12222457047061,1.07272
21,-1.9931644998412e-07,0.95023864920079,1,-0.20001588403241,0.12248135079921,1.07272
22,-1.9931634593488e-07,0.94998024142335,1,-0.20001577961804,0.12273975857665,1.07272
23,-1.9931654094209e-07,0.94971238975703,1,-0.20001597530956,0.12300761024297,1.07272
24,-1.9931660490252e-07,0.94944617984089,1,-0.20001603949444,0.12327382015911,1.07272
25,-1.9931654684374e-07,0.94918176916826,1,-0.20001598123192,0.12353823083174,1.07272
26,-1.9931654338238e-07,0.94891508394534,1,-0.20001597775841,0.12380491605466,1.07272
27,-1.9931637444638e-07,0.94865143541852,1,-0.20001580822959,0.12406856458148,1.07272
28,-1.9931631811036e-07,0.9483834367885,1,-0.20001575169587,0.1243365632115,1.07272
29,-1.993161951677e-07,0.94811618851937,1,-0.2000156283218,0.12460381148063,1.07272
30,-1.9931609347649e-07,0.9478436836936,1,-0.20001552627373,0.1248763163064,1.07272
31,-1.9931660188806e-07,0.94755675776203,1,-0.2000160364694,0.12516324223797,1.07272
32,-1.9931635640101e-07,0.94728747270397,1,-0.20001579012089,0.12543252729603,1.07272
33,-1.9931662423232e-07,0.94700299582171,1,-0.20001605889207,0.12571700417829,1.07272
34,-1.9931643984246e-07,0.94673003747348,1,-0.20001587385516,0.12598996252652,1.07272
35,-1.9931634548368e-07,0.94645343677899,1,-0.20001577916526,0.12626656322101,1.07272
36,-1.9931650621363e-07,0.9461664590846,1,-0.20001594045924,0.1265535409154,1.07272
37,-1.9931658489431e-07,0.94587966519271,1,-0.20001601941601,0.12684033480729,1.07272
38,-1.9931666257998e-07,0.94559244915788,1,-0.2000160973743,0.12712755084212,1.07272
39,-1.9931641927863e-07,0.9453127845118,1,-0.20001585321916,0.1274072154882,1.07272
40,-1.9931644385118e-07,0.94502370807425,1,-0.20001587787794,0.12769629192575,1.07272
41,-1.993165203871e-07,0.94473189821676,1,-0.20001595468244,0.12798810178324,1.07272
42,-1.9931641633605e-07,0.94444362384763,1,-0.20001585026626,0.12827637615237,1.07272
43,-1.9931633319192e-07,0.94415276369122,1,-0.20001576683037,0.12856723630878,1.07272
44,-1.9931645442041e-07,0.943854704664,1,-0.20001588848427,0.128865295336,1.07272
45,-1.9931647402258e-07,0.94355866825413,1,-0.20001590815523,0.12916133174587,1.07272
46,-1.9931632425724e-07,0.94326455344074,1,-0.20001575786432,0.12945544655926,1.07272
47,-1.9931655893121e-07,0.94295852031786,1,-0.2000159933618,0.12976147968214,1.07272
48,-1.9931640940609e-07,0.94266186925379,1,-0.20001584331198,0.13005813074621,1.07272
49,-1.9931647935588e-07,0.94235657326388,1,-0.20001591350723,0.13036342673612,1.07272
50,-1.9931643410746e-07,0.94205357642789,1,-0.20001586810003,0.13066642357211,1.07272
51,-1.9931649398214e-07,0.94174580508799,1,-0.20001592818482,0.13097419491201,1.07272
52,-1.9931630139777e-07,0.94144327680868,1,-0.20001573492464,0.13127672319132,1.07272
53,-1.9931663831459e-07,0.94112473968952,1,-0.20001607302376,0.13159526031048,1.07272
54,-1.9931632187582e-07,0.94082181693161,1,-0.20001575547455,0.13189818306839,1.07272
55,-1.9931637312305e-07,0.94050823270029,1,-0.20001580690162,0.13221176729971,1.07272
